brand,model,processor,ram_size,storage_size,gpu,motherboard,unit_price
msi,laptop_msi,i5,16_gb,512_gb,integrated,No,52500
msi,laptop_msi,i7,8_gb,512_gb,rtx,No,101000
msi,laptop_msi,i5,16_gb,512_gb,rtx,No,82000
msi,laptop_msi,i5,16_gb,512_gb,rtx,No,75500
msi,laptop_msi,i5,8_gb,512_gb,rtx,No,51800
msi,laptop_msi,ryzen_7,16_gb,512_gb,integrated,No,75800
hp,laptop_hp,ryzen_5,8_gb,512_gb,amd_radeon,No,47800
asus,laptop_asus,ryzen_3,8_gb,512_gb,amd_radeon,No,35000
asus,laptop_asus,i3,8_gb,512_gb,intel_uhd,No,39000
asus,laptop_asus,ryzen_7,16_gb,512_gb,amd_radeon,No,57300
asus,laptop_asus,i5,16_gb,512_gb,rtx,No,74500
asus,laptop_asus,i5,8_gb,512_gb,rtx,No,52500
acer,aspire_lite,i5,16_gb,512_gb,intel_iris,No,46166
hp,pavilion14_hp,i7,16_gb,1_tb,intel_iris,No,75500
hp,pavilion_14,i7,16_gb,1_tb,intel_iris,No,78971
hp,pavilion_2050au,ryzen_5,8_gb,512_gb,integrated,No,52500
hp,pavilion_15,i7,16_gb,1_tb,integrated,No,81000
hp,pavilion_3018tu,i5,16_gb,1_tb,integrated,No,67000
hp,pavilion_14,i5,8_gb,512_gb,integrated,No,55500
hp,pavilion14_dv2015tu,i7,16_gb,1_tb,integrated,No,75500
hp,pavilion14_dv2014tu,i5,16_gb,512_gb,integrated,No,60500
hp,laptop_15s,i5,16_gb,512_gb,integrated,No,51500
hp,victus_hp,i5,8_gb,512_gb,integrated,No,54000
hp,victus_hp,i5,8_gb,512_gb,integrated,No,59000
hp,victus_hp,i5,8_gb,512_gb,integrated,No,5900
hp,victus15_hp,i5,16_gb,512_gb,integrated,No,64500
hp,victus_hp,i7,8_gb,1_tb,integrated,No,82500
lenovo,v14_intel,i3,8_gb,512_gb,integrated,No,26900
hp,14ek1074tu_pavilion,i5,16_gb,512_gb,integrated,No,67713
dell,vostro_15,i5,8_gb,512_gb,integrated,No,56432
dell,3440_latitute,i3,8_gb,512_gb,integrated,No,27600
dell,vostro_dell,i5,8_gb,512_gb,integrated,No,43088
hp,hp_15s,i3,8_gb,512_gb,integrated,No,50634
hp,gaming_fa0555,i5,16_gb,512_gb,nvidia_geforce,No,65900
hp,240g9_new,i3,8_gb,512_gb,integrated,No,29000
dell,3440latitute_i3,i3,8_gb,512_gb,integrated,No,27900
lenovo,thinkbook_21dha15tih,i7,16_gb,512_gb,integrated,No,74000
lenovo,thinkbook_21dha01qih,i5,16_gb,1_tb,integrated,No,58000
lenovo,thinkpad_e14,i5,16_gb,512_gb,integrated,No,61000
lenovo,thinkpad_l14,i7,16_gb,512_gb,integrated,No,84000
lenovo,thinkpad_l14,i5,16_gb,512_gb,integrated,No,65000
lenovo,thinkpad_e14,i7,16_gb,512_gb,integrated,No,66000
lenovo,thinkpad_e14,i7,16_gb,512_gb,integrated,No,78000
hp,fq_5329,i5,8_gb,512_gb,intel_uhd,No,43990
hp,255_g9,athlon,8_gb,256_gb,integrated,No,18890
dell,inspiron_3520,i5,16_gb,512_gb,integrated,No,48990
dell,3410_dell,i5,8_gb,512_gb,integrated,No,50000
acer,aspire_lite,ryzen_5,6_gb,500_gb,amd_radeon,No,53999
hp,hp_laptop,ryzen_3,8_gb,512_gb,amd_radeon,No,43199
dell,inspiron_5430,i5,16_gb,512_gb,integrated,No,67999
lenovo,thinkpad_e15,i5,8_gb,512_gb,integrated,No,65990
hp,hp_15s,i3,8_gb,512_gb,integrated,No,33839
hp,15fa0555tx_hp,i5,16_gb,512_gb,nvidia_geforce,No,65900
hp,fq5329_hp,i5,8_gb,512_gb,intel_uhd,No,45000
hp,255g9_new,athlon,6_gb,256_gb,integrated,No,18900
hp,15fd0006tu_6core,i3,8_gb,tb,intel_uhd,Yes,49096
dell,3420_vostro,i3,8_gb,512_gb,integrated,No,30900
hp,240_g9,i3,8_gb,512_gb,integrated,No,33000
dell,3540_latitute,i3,8_gb,512_gb,integrated,No,29500
dell,3440_latitute,i3,8_gb,512_gb,integrated,No,29000
hp,fq5329_tu,i5,8_gb,512_gb,intel_uhd,No,46500
hp,255_g9,athlon,6_gb,256_gb,integrated,No,18900
hp,240_g9,i3,8_gb,512_gb,integrated,No,29900
lenovo,v14_intel,i3,8_gb,512_gb,integrated,No,27400
asus,vivobook_152021,i5,8_gb,512_gb,integrated,No,30599
acer,al1552_acer,i3,8_gb,512_gb,integrated,No,70191
lenovo,v14_i3,i3,8_gb,512_gb,integrated,No,27500
lenovo,thinkpad_p14s,i7,16_gb,512_gb,integrated,No,75000
dell,vostro_dell,i5,16_gb,512_gb,integrated,No,56259
hp,14aca0504tu_hp,celeron,64_gb,512_gb,integrated,No,28040
hp,14sdq5138tu_hp,i3,8_gb,512_gb,integrated,No,46791
hp,hp_15s,i3,8_gb,512_gb,integrated,No,46020
asus,vivobook_15,celeron,2_gb,512_gb,integrated,No,20691
hp,15s_hp,i3,8_gb,512_gb,integrated,No,46020
lenovo,ideapad_slim,dual_core,64_gb,ssd,integrated,No,10574
dell,7th_gen,i5,8_gb,256_gb,integrated,No,44550
apple,m1_apple,m1,8_gb,256_gb,integrated,No,89910
hp,chromebook_14a,celeron,64_gb,500_gb,integrated,No,26004
lenovo,v15_amd,ryzen_3,8_gb,512_gb,integrated,No,53460
dell,3520_inspiron,i5,8_gb,512_gb,intel_uhd,No,44500
dell,3520_inspiron,i3,8_gb,512_gb,intel_uhd,No,34500
lenovo,v14_intel,i5,8_gb,512_gb,integrated,No,40990
lenovo,v15_i3,i3,8_gb,512_gb,integrated,No,29900
dell,3511_inspron,i3,8_gb,512_gb,integrated,No,29500
dell,3520_inspron,i5,8_gb,512_gb,integrated,No,41000
dell,inspron_3520,i3,8_gb,512_gb,integrated,No,29500
dell,3540latitute_ci3,i3,8_gb,512_gb,integrated,No,30900
dell,gaming_,i5,8_gb,512_gb,rtx,No,67000
dell,3511tu_new,i5,8_gb,512_gb,integrated,No,40900
hp,5329tu_hp,i5,8_gb,512_gb,intel_uhd,No,46500
hp,250g9_new,i3,8_gb,512_gb,integrated,No,31000
acer,a31559_roll,i3,8_gb,512_gb,integrated,No,32974
acer,sfg1441_acer,ryzen_5,8_gb,512_gb,integrated,No,46782
lenovo,v14_intel,i3,8_gb,512_gb,integrated,No,27800
acer,z2493_acer,ryzen_3,8_gb,256_gb,amd_radeon,No,25490
acer,an51558_acer,i5,16_gb,512_gb,rtx,No,69990
acer,tmp21453_acer,i5,16_gb,512_gb,intel_iris,No,42990
acer,anv1551_acer,i5,6_gb,512_gb,rtx,No,77875
acer,al1552_acer,i3,8_gb,512_gb,intel_uhd,No,35990
acer,sfg1473_acer,ultra_5,16_gb,512_gb,integrated,No,89999
acer,al1541_acer,ryzen_7,16_gb,512_gb,integrated,No,43990
acer,a7155g_acer,i5,8_gb,512_gb,nvidia_geforce,No,56499
asus,e1404fank541ws_asus,ryzen_5,16_gb,512_gb,integrated,No,43980
acer,ph1671_acer,i9,16_gb,1_tb,rtx,No,189990
acer,x515mabr011w_asus,dual_core,8_gb,256_gb,integrated,No,19999
acer,ex21533_acer,i3,8_gb,512_gb,intel_uhd,No,32870
acer,anv1551_acer,i5,6_gb,512_gb,rtx,No,79990
acer,al1551_acer,i3,16_gb,512_gb,intel_uhd,No,35999
hp,fq5006_hp,i3,8_gb,512_gb,intel_uhd,No,34500
hp,dy5008_tu,i3,8_gb,512_gb,intel_uhd,No,37000
hp,fq5330_tu,i5,16_gb,512_gb,integrated,No,53500
hp,fq5329_ttu,i5,8_gb,512_gb,intel_uhd,No,46700
hp,255_g9,ryzen_3,8_gb,512_gb,integrated,No,24300
hp,fa0555tx_hp,i5,16_gb,512_gb,nvidia_geforce,No,64900
hp,hp240_g9,i3,8_gb,512_gb,integrated,No,30200
hp,fr5190_hp,i7,16_gb,512_gb,integrated,No,65900
hp,255_g9,ryzen_5,8_gb,512_gb,integrated,No,33000
hp,fd_0011,i5,8_gb,512_gb,intel_iris,No,56500
hp,hp_250,i3,6_gb,512_gb,integrated,No,43000
hp,15sfr4000tu_11th,i5,8_gb,512_gb,intel_iris,No,46090
hp,victus_fa0555tx,i5,16_gb,512_gb,nvidia_geforce,No,64900
hp,fq5185_tu,i3,8_gb,512_gb,intel_uhd,No,34000
hp,240g9_new,i3,8_gb,512_gb,integrated,No,29990
apple,macbook_mashiva,i5,8_gb,512_gb,integrated,No,69000
apple,mphj3hna_14inch,m2,2_gb,1_tb,integrated,No,249900
lenovo,thinkpad_e15,i5,8_gb,tb,integrated,No,36000
msi,a12udx468in_msi,i5,16_gb,1_tb,integrated,No,82390
msi,9s714j112220_msi,i5,8_gb,512_gb,integrated,No,42890
msi,b13m289in_msi,i5,16_gb,512_gb,integrated,No,54890
msi,c13m435in_msi,i7,16_gb,512_gb,integrated,No,64890
msi,9s715f213265_msi,i9,32_gb,1_tb,nvidia_geforce,No,218990
msi,b5ed035in_msi,i5,16_gb,512_gb,amd_radeon,No,59590
msi,b7m071in_msi,ryzen_5,16_gb,512_gb,amd_radeon,No,45590
msi,a12ucx265in_msi,i5,64_gb,512_gb,nvidia_geforce,No,51590
msi,b13m288in_msi,i7,16_gb,512_gb,integrated,No,59590
msi,c13m436in_msi,i5,16_gb,512_gb,integrated,No,52590
msi,b7m073in_msi,ryzen_7,16_gb,1_tb,amd_radeon,No,60590
hp,fq5329tu_hp,i5,8_gb,512_gb,intel_uhd,No,46500
hp,250g9_new,i3,8_gb,512_gb,integrated,No,30000
hp,fa0555_tx,i5,16_gb,512_gb,nvidia_geforce,No,67900
lenovo,thinkpad_l14,i3,8_gb,512_gb,integrated,No,35900
hp,victus0555tx_hp,i5,16_gb,512_gb,nvidia_geforce,No,64500
hp,240g9_new,i3,8_gb,512_gb,integrated,No,30000
hp,fq5185_tu,i3,8_gb,512_gb,intel_uhd,No,34500
acer,a51556g_i511th,i5,8_gb,512_gb,integrated,No,39500
dell,16n0123ax_hp,ryzen_7,8_gb,1_tb,rtx,No,104990
lenovo,v15_lenovo,ryzen_3,8_gb,512_gb,integrated,No,24900
hp,victus_,i5,16_gb,512_gb,nvidia_geforce,No,64500
dell,3520inspirn_new,i5,8_gb,512_gb,integrated,No,44000
lenovo,thinkpad_l14,i3,8_gb,512_gb,integrated,No,40900
lenovo,thinkpad_e14,i3,8_gb,512_gb,integrated,No,34900
lenovo,thinkpad_e14,i5,16_gb,512_gb,integrated,No,62000
lenovo,thinkpad_e14,i7,16_gb,512_gb,integrated,No,79000
lenovo,thinkpad_e14,i7,16_gb,512_gb,integrated,No,68000
hp,250g9_new,i3,8_gb,512_gb,integrated,No,30500
hp,240_g9,i3,8_gb,512_gb,integrated,No,30500
dell,3420_latitute,i5,8_gb,512_gb,integrated,No,34900
lenovo,v14_new,i3,8_gb,512_gb,integrated,No,26200
hp,240_g8,i3,8_gb,512_gb,integrated,No,26990
hp,victus_,i5,16_gb,512_gb,nvidia_geforce,No,65000
hp,250g8_new,i3,8_gb,512_gb,integrated,No,28000
hp,fq5185_tu,i3,8_gb,512_gb,intel_uhd,No,37500
dell,3520_inspiron,i3,8_gb,512_gb,integrated,No,33900
msi,b0bznvmmyt_msi,i7,8_gb,512_gb,integrated,No,87990
msi,b0bw9nmxp5_msi,i7,8_gb,1_tb,integrated,No,107990
msi,b0bznt33d6_msi,i5,16_gb,512_gb,integrated,No,76990
msi,b13ucxk256in_msi,i7,8_gb,512_gb,integrated,No,85871
msi,b0c9jfsc4s_msi,i5,16_gb,512_gb,integrated,No,39890
msi,b09ycx5f52_msi,i7,16_gb,512_gb,integrated,No,49890
msi,b7m073in_msi,ryzen_7,16_gb,1_tb,integrated,No,54890
msi,a12vf401in_msi,i7,8_gb,1_tb,integrated,No,96990
msi,b13vgk1296in_msi,i7,6_gb,512_gb,integrated,No,129990
hp,fq5202_tu,i5,8_gb,512_gb,integrated,No,48000
hp,240_g9,i3,8_gb,512_gb,integrated,No,31790
hp,240g8_new,i3,8_gb,512_gb,integrated,No,27990
lenovo,v14_intel,i3,8_gb,512_gb,integrated,No,24900
hp,14dv2041tu_hp,i5,16_gb,512_gb,integrated,No,64249
hp,14dv2015tu_hp,i7,16_gb,1_tb,integrated,No,80990
hp,14dv2014tu_hp,i3,8_gb,512_gb,integrated,No,62490
hp,15sfq5007tu_hp,i3,8_gb,512_gb,integrated,No,39490
hp,15sfr4000tu_hp,i5,16_gb,512_gb,integrated,No,66990
hp,15sfr4000tu_hp,i5,8_gb,512_gb,integrated,No,44490
hp,15fa0353tx_hp,i7,16_gb,512_gb,integrated,No,82490
hp,14dv1029tu_hp,i7,16_gb,1_tb,integrated,No,70499
hp,15sfq5202tu_hp,i5,8_gb,512_gb,integrated,No,50490
hp,15sfq5190tu_hp,i7,16_gb,512_gb,integrated,No,63990
hp,15sfq5185tu_hp,i3,8_gb,512_gb,integrated,No,37499
hp,15fd0018tu_hp,i3,8_gb,512_gb,integrated,No,44990
hp,15fd0011tu_hp,i5,8_gb,512_gb,integrated,No,57990
hp,15seq2144au_hp,ryzen_5,8_gb,512_gb,integrated,No,39990
hp,15hr0001tu_hp,i5,16_gb,512_gb,integrated,No,64490
hp,15hr0000tu_hp,i5,8_gb,512_gb,integrated,No,61999
hp,15sfr2515tu_hp,i3,8_gb,512_gb,integrated,No,34999
hp,15fd0013tu_hp,i5,16_gb,512_gb,integrated,No,62999
dell,3420_i312th8tgb,i3,8_gb,512_gb,integrated,No,61000
hp,14dv2015tu_hp,i7,16_gb,1_tb,intel_iris,No,81000
hp,dv2014tu_hp,i5,16_gb,512_gb,intel_iris,No,62500
hp,15sfq5007tu_hp,i3,8_gb,512_gb,intel_uhd,No,39500
hp,15eg2091tu_hp,i5,16_gb,512_gb,intel_iris,No,67000
hp,15sfr4000tu_hp,i5,8_gb,512_gb,intel_iris,No,44500
hp,15fa0353tx_hp,i7,16_gb,512_gb,rtx,No,82500
hp,dv1029tu_hp,i7,16_gb,1_tb,intel_iris,No,70500
hp,15sfq5202tu_hp,i5,8_gb,512_gb,intel_iris,No,50500
hp,fq5190tu_hp,i7,16_gb,512_gb,intel_iris,No,64000
hp,15sfq5185tu_hp,i3,8_gb,512_gb,intel_uhd,No,37500
hp,15sfq3066tu_hp,celeron,8_gb,512_gb,intel_uhd,No,28500
hp,fd0018tu_hp,i3,8_gb,512_gb,intel_uhd,No,46000
hp,fd0011tu_hp,i5,8_gb,512_gb,intel_iris,No,58000
hp,15seq2144au_hp,i5,8_gb,512_gb,integrated,No,40500
hp,15sfr2515tu_hp,i3,8_gb,512_gb,intel_uhd,No,35000
hp,fd0013tu_hp,i5,8_gb,512_gb,intel_iris,No,63000
hp,15fc0028au_hp,ryzen_3,8_gb,512_gb,integrated,No,41500
hp,15fc0028au_hp,ryzen_5,8_gb,512_gb,integrated,No,41499
hp,15fc0025au_hp,ryzen_3,8_gb,512_gb,integrated,No,34500
hp,15fa1124tx_hp,i5,8_gb,512_gb,integrated,No,59000
hp,dy5008tu_hp,i3,8_gb,512_gb,intel_uhd,No,41999
hp,15fa1124tx_hp,i5,8_gb,512_gb,integrated,No,59999
hp,14sdy5008tu_hp,i3,8_gb,500_gb,integrated,No,41490
hp,dq5007tu_hp,i5,2_gb,500_gb,integrated,No,55999
hp,14ek1074tu_hp,i5,6_gb,512_gb,integrated,No,74999
hp,dq5007tu_hp,i5,8_gb,500_gb,integrated,No,55999
asus,m1603qamb501ws_asus,ryzen_5,8_gb,512_gb,integrated,Yes,46990
apple,macbook_air,m1,8_gb,256_gb,integrated,No,71000
hp,fq5185_tu,i3,8_gb,512_gb,intel_uhd,No,34990
hp,spectre_360,i7,32_gb,1_tb,intel_iris,No,140000
hp,spectre_360,i7,32_gb,1_tb,integrated,No,177000
dell,3520_inspiron,i5,8_gb,512_gb,integrated,No,46500
dell,3520_new,i3,8_gb,512_gb,integrated,No,35500
hp,ek_1010,i5,16_gb,1_tb,intel_iris,No,76700
hp,fq_5202,i5,8_gb,512_gb,integrated,No,48000
dell,latitude_3420,i3,8_gb,512_gb,integrated,No,34200
lenovo,e15_lenovo,i3,8_gb,512_gb,integrated,No,37200
hp,fq5185_tu,i3,8_gb,512_gb,intel_uhd,No,35900
hp,240_g9,i3,8_gb,512_gb,integrated,No,31900
hp,250g9_new,i3,8_gb,512_gb,integrated,No,31800
lenovo,ideapad_slim,i5,8_gb,512_gb,integrated,No,46500
lenovo,v14_core,i3,8_gb,512_gb,integrated,No,26900
hp,fa0555tx_hp,i5,16_gb,512_gb,nvidia_geforce,No,66000
hp,250_g8,i3,8_gb,512_gb,integrated,No,28300
lenovo,v_14,i3,8_gb,512_gb,integrated,No,26900
hp,fq_5202v,i5,8_gb,512_gb,integrated,No,49000
hp,fq5185_tu,i3,8_gb,512_gb,intel_uhd,No,36500
hp,zbook_power,ryzen_7,16_gb,1_tb,integrated,No,131316
lenovo,ideapad_slim,ryzen_5,16_gb,512_gb,integrated,No,43990
hp,fq5202_tu,i5,8_gb,512_gb,integrated,No,49000
hp,fq_2515,i3,8_gb,512_gb,integrated,No,34000
lenovo,v14_core,i3,8_gb,512_gb,integrated,No,26200
hp,pavilion_14,i7,16_gb,1_tb,intel_iris,No,78999
hp,fa_0353,i7,16_gb,512_gb,nvidia_geforce,No,81990
hp,pavilion_15,i5,8_gb,512_gb,intel_iris,No,63990
hp,fa_0555,i5,16_gb,512_gb,nvidia_geforce,No,66000
hp,pavilion_x360,i3,8_gb,512_gb,integrated,No,54133
hp,250_g8,i3,8_gb,512_gb,integrated,No,28600
hp,240_g8,i3,8_gb,512_gb,integrated,No,28600
apple,macbook_air,m1,8_gb,256_gb,integrated,No,83990
hp,zbook_power,ryzen_5,16_gb,1_tb,integrated,No,91990
hp,dy_1048,i5,16_gb,512_gb,integrated,No,64000
hp,ek_0084,i5,8_gb,512_gb,intel_iris,No,68900
hp,victus_gaming,ryzen_7,8_gb,512_gb,rtx,No,81499
dell,vostro3420_led,i3,8_gb,512_gb,integrated,No,36000
lenovo,thinkpad_e14,i7,16_gb,512_gb,integrated,No,81500
lenovo,thinkpad_e14,i3,8_gb,512_gb,integrated,No,35000
hp,dq5007_tu,i5,8_gb,512_gb,integrated,No,55500
asus,rog_strix,i5,16_gb,512_gb,rtx,No,89990
asus,hn258_ws,i5,8_gb,512_gb,gtx,No,52900
dell,inspiron_3511,i5,16_gb,512_gb,integrated,No,57000
dell,3420_,i3,8_gb,512_gb,integrated,No,36000
hp,envy_x360,i7,16_gb,1_tb,integrated,No,129622
hp,dy5008_tu,i3,8_gb,512_gb,integrated,No,39500
hp,pavilion_x360,i3,8_gb,512_gb,integrated,No,52499
hp,250_g8,i3,8_gb,512_gb,integrated,No,28700
hp,zbook_studio,i7,16_gb,1_tb,nvidia_geforce,No,230593
dell,vostro_5620,i7,16_gb,512_gb,integrated,No,88990
lenovo,ideapad_slim,i3,8_gb,512_gb,integrated,No,37890
hp,victus_gaming,i5,16_gb,512_gb,rtx,No,71990
hp,victus_1125,i5,8_gb,512_gb,integrated,No,56500
hp,victus_0353,i7,16_gb,512_gb,nvidia_geforce,No,81990
hp,victusfa_0353,i7,16_gb,512_gb,nvidia_geforce,No,81990
hp,pavilion_x360,i3,8_gb,512_gb,integrated,No,52490
hp,pavilion_x360,i5,16_gb,1_tb,intel_iris,No,82700
hp,ek_1010,i5,16_gb,1_tb,intel_iris,No,76500
apple,macbook_pro,m2,8_gb,256_gb,integrated,No,129900
lenovo,thinkpad_,i5,8_gb,512_gb,integrated,No,50200
lenovo,thinkpad_e14,i5,8_gb,512_gb,integrated,No,50200
hp,fq2515_tu,i3,8_gb,512_gb,integrated,No,34500
hp,15fd0013tu_13th,i5,16_gb,512_gb,intel_iris,No,64999
dell,inspiron_5430,i5,16_gb,512_gb,integrated,No,70490
lenovo,thinkpad_e14,ryzen_5,8_gb,512_gb,integrated,No,53990
hp,omen_gaming,ryzen_7,8_gb,1_tb,rtx,No,125990
hp,240_g8,i3,8_gb,512_gb,integrated,No,28800
hp,fq5185_tu,i3,8_gb,512_gb,intel_uhd,No,36900
hp,victus_,i5,8_gb,512_gb,integrated,No,56500
dell,3420_dell,i3,8_gb,512_gb,integrated,No,29000
dell,laptop_dell,i5,8_gb,512_gb,integrated,No,46500
lenovo,v15_intel,i3,8_gb,512_gb,integrated,No,33090
lenovo,thinkbook_14,i3,8_gb,256_gb,integrated,No,34500
lenovo,thinkpad_e14,i7,16_gb,512_gb,integrated,No,82000
lenovo,thinkpad_e14,i5,16_gb,512_gb,integrated,No,63000
lenovo,thinkpad_e15,i5,8_gb,512_gb,integrated,No,51500
hp,15fd0013tu_13th,i5,16_gb,512_gb,intel_iris,No,64490
lenovo,v14_lenovo,i3,8_gb,512_gb,integrated,No,27990
apple,macbook_pro,m2,2_gb,1_tb,integrated,No,309900
hp,pavilion_14,ryzen_5,8_gb,512_gb,integrated,No,52490
lenovo,ideapad_slim,i7,16_gb,512_gb,integrated,No,55990
hp,pavilion_14,ryzen_5,8_gb,512_gb,integrated,No,47990
hp,da0555_tx,i5,16_gb,512_gb,rtx,No,67500
msi,gf_63,i5,64_gb,512_gb,rtx,No,59500
hp,15s_fq5112tu,i5,16_gb,512_gb,intel_iris,No,57990
hp,fa_1125,i5,8_gb,512_gb,integrated,No,56500
msi,msi_modern,ryzen_5,16_gb,512_gb,amd_radeon,No,44900
lenovo,v14_i3,i3,8_gb,512_gb,integrated,No,27000
dell,vostro_3510,i5,8_gb,1_tb,integrated,No,47990
dell,vostro_3420,i5,8_gb,512_gb,integrated,No,53500
hp,hp_pavilion,i7,16_gb,1_tb,integrated,No,80900
hp,fq_5185,i3,8_gb,512_gb,intel_uhd,No,36500
hp,1125_tx,i5,8_gb,512_gb,integrated,No,56500
apple,macbook_air,m2,8_gb,256_gb,integrated,No,134900
microsoft,surface_surface,i7,16_gb,256_gb,integrated,No,105000
hp,pavilion_14,ryzen_5,16_gb,512_gb,amd_radeon,No,56999
hp,240_g9,i3,8_gb,512_gb,integrated,No,33200
hp,240_g8,i3,8_gb,512_gb,integrated,No,29000
dell,3420_latitute,i3,8_gb,256_gb,integrated,No,30900
dell,3511_inspiron,i5,8_gb,512_gb,integrated,No,43990
msi,gaming_thin,i5,64_gb,512_gb,rtx,No,59500
acer,nytro_laptop,i5,16_gb,512_gb,rtx,Yes,65900
hp,fq_5185,i3,8_gb,512_gb,intel_uhd,No,36000
hp,pavilion_15,i7,16_gb,1_tb,intel_iris,No,89890
hp,250_g8,i3,8_gb,512_gb,integrated,No,29000
hp,victus_fa0353tx,i7,16_gb,512_gb,nvidia_geforce,No,82000
dell,inspiron_5430,i5,16_gb,512_gb,integrated,No,70990
dell,3380_latitude,i5,8_gb,256_gb,integrated,No,14800
dell,e5440_latitude,i5,8_gb,256_gb,integrated,No,12500
hp,pavilion_14,i5,16_gb,512_gb,intel_iris,No,66990
msi,gf_63,i5,64_gb,512_gb,rtx,No,60500
hp,255_g8,athlon,8_gb,256_gb,integrated,No,18000
apple,macbook_pro,m2,8_gb,1_tb,integrated,No,349900
hp,omen_gaming,ryzen_7,8_gb,1_tb,rtx,No,119990
hp,15eg3018tu_new,i5,16_gb,1_tb,integrated,No,73000
hp,pavilion_15,i5,16_gb,512_gb,intel_iris,No,73999
hp,victus_fa,i5,16_gb,512_gb,nvidia_geforce,No,65500
hp,omen_gaming,ryzen_7,8_gb,1_tb,rtx,No,126742
hp,fg5185_hp,i3,8_gb,512_gb,intel_uhd,No,36500
iphone,15_plus,i5,2_gb,512_gb,integrated,No,119900
hp,15sfq5190tu_12th,i7,16_gb,512_gb,intel_iris,No,69990
msi,msi_katana,i7,8_gb,1_tb,nvidia_geforce,No,105000
dell,3420_dell,i3,8_gb,256_gb,integrated,No,30900
xiaomi,notebook_ultra,i5,32_gb,512_gb,integrated,No,51805
lenovo,thinkpad_e14,i7,16_gb,512_gb,integrated,No,82500
lenovo,thinkpad_e15,i5,8_gb,512_gb,integrated,No,52000
lenovo,v14_i5,i5,8_gb,512_gb,integrated,No,37000
lenovo,v14_i3,i3,8_gb,512_gb,integrated,No,29000
hp,240_g8,i3,8_gb,512_gb,integrated,No,28900
hp,victus_gaming,ryzen_5,16_gb,512_gb,rtx,No,59999
msi,msi_modern,ryzen_5,16_gb,512_gb,amd_radeon,No,45500
msi,msi_gf63,i5,16_gb,1_tb,nvidia_geforce,No,56500
msi,msi_cyborg,i5,64_gb,512_gb,nvidia_geforce,No,60500
msi,msi_modern,i5,8_gb,512_gb,integrated,No,35500
msi,msi_modern,i3,8_gb,512_gb,integrated,No,28500
hp,fd_0006,i3,8_gb,512_gb,integrated,No,46000
hp,fd_0013,i5,16_gb,512_gb,integrated,No,62000
hp,pavilion_x360,i5,16_gb,1_tb,intel_iris,No,77889
hp,dv_2041,i5,16_gb,512_gb,intel_iris,No,64900
hp,victus_gaming,ryzen_7,16_gb,512_gb,rtx,No,76990
acer,aspire_,i7,16_gb,1_tb,integrated,No,48000
hp,15_s,i3,8_gb,512_gb,intel_uhd,No,36500
hp,fq_2510,i5,16_gb,512_gb,intel_iris,No,47500
hp,laptop_15s,i7,16_gb,512_gb,intel_iris,No,63990
apple,iphone_15,i5,8_gb,512_gb,integrated,No,139900
acer,aspire_late,i3,8_gb,512_gb,integrated,No,35000
dell,inspiron_3501,i5,8_gb,1_tb,integrated,No,61999
acer,aspire_lite,i3,8_gb,512_gb,integrated,No,27500
dell,core_i3,i3,8_gb,256_gb,integrated,No,30900
hp,15sfr4001tu_laptop,i5,16_gb,512_gb,intel_iris,No,51999
lenovo,ideapad_slim,i7,16_gb,512_gb,integrated,No,82990
hp,envy_x360,i5,16_gb,512_gb,integrated,No,82500
hp,pavillion_x360,i5,16_gb,512_gb,integrated,No,72000
dell,xps_9315,i7,16_gb,512_gb,integrated,No,128790
hp,bf_0121,i5,16_gb,512_gb,integrated,No,82500
hp,ek0074_tu,i5,16_gb,512_gb,integrated,No,72000
dell,3420_latitute,i3,8_gb,512_gb,integrated,No,30900
dell,3511_inspiron,i5,8_gb,512_gb,integrated,No,44900
dell,vostro_3420,i5,16_gb,512_gb,integrated,No,55990
apple,macbook_air,m1,8_gb,256_gb,integrated,No,69999
apple,iphone_15,i5,8_gb,512_gb,integrated,No,159900
hp,victus_gaming,i5,16_gb,512_gb,rtx,No,68999
dell,inspiron_5430,i7,16_gb,1_tb,integrated,No,84999
lenovo,ideapad_slim,ryzen_5,16_gb,512_gb,integrated,No,44999
lenovo,thinkpad_e14,i3,8_gb,512_gb,integrated,No,35300
lenovo,thinkpad_e14,ryzen_5,8_gb,512_gb,integrated,No,40500
lenovo,thinkpad_e15,i5,8_gb,512_gb,integrated,No,52500
lenovo,ideapad_3,i5,8_gb,512_gb,integrated,No,47999
hp,victus_gaming,i7,16_gb,512_gb,rtx,No,84999
hp,pavilion_14,i5,8_gb,512_gb,intel_iris,No,65999
hp,15fa0188tx_victus,i7,16_gb,512_gb,rtx,No,84999
lenovo,ideapad_gaming,i5,16_gb,512_gb,gtx,No,56999
hp,omen_16,ryzen_7,8_gb,1_tb,nvidia_geforce,No,119990
apple,macbook_air,m2,8_gb,256_gb,integrated,No,107999
hp,pavilion_aero,ryzen_5,16_gb,512_gb,amd_radeon,No,67999
hp,15s_12th,i5,8_gb,512_gb,intel_iris,No,54999
asus,16x_amd,ryzen_7,16_gb,512_gb,integrated,No,61098
lenovo,ideapad_slim,i5,16_gb,512_gb,integrated,No,56999
hp,pavilion_15,i7,16_gb,1_tb,intel_iris,No,89899
dell,inspiron_5430,i7,16_gb,1_tb,integrated,No,86499
lenovo,ideapad_slim,i7,16_gb,512_gb,integrated,No,85999
