brand,model,processor,ram_size,storage_size,gpu,motherboard,unit_price
hp,15fd0013tu_13th,i5,16_gb,1_tb,intel_iris,No,67490
dell,16n0123ax_hp,ryzen_7,8_gb,512_gb,rtx,No,102990
lenovo,thinkpad_l14,i7,16_gb,1_tb,integrated,No,98500
hp,laptop_15,ryzen_5,16_gb,512_gb,integrated,No,47500
msi,9s715f213265_msi,i9,32_gb,1_tb,nvidia_geforce,No,217990
dell,latitude_i510th8gb,i5,8_gb,256_gb,integrated,No,55900
hp,victus_gaming,i7,8_gb,512_gb,rtx,No,87789
dell,3420_3420,i3,8_gb,256_gb,integrated,No,33000
acer,al_1552,i3,8_gb,512_gb,integrated,No,30899
asus,vivobook_16x,ryzen_7,16_gb,512_gb,integrated,No,57859
hp,15s_11th,i3,8_gb,1_tb,intel_uhd,No,40999
lenovo,thinkpad_t,i7,16_gb,1_tb,integrated,No,109000
asus,vivobook_p1440f,i3,6_gb,1_tb,integrated,No,35999
apple,macbook_pro,m2,8_gb,256_gb,integrated,No,129500
hp,pavilion_x360,i5,16_gb,1_tb,intel_iris,No,82500
lenovo,yoga_6,ryzen_7,16_gb,512_gb,integrated,No,82590
dell,vostro_3425,ryzen_3,8_gb,256_gb,integrated,No,36489
apple,macbook_air,m1,8_gb,256_gb,integrated,No,99500
lenovo,v15_intel,i3,8_gb,256_gb,integrated,No,36490
msi,b13ucxk256in_msi,i7,8_gb,512_gb,nvidia_geforce,No,88499
lenovo,v14_intel,i3,8_gb,512_gb,integrated,No,26300
lenovo,ideapad_gaming,i5,8_gb,512_gb,nvidia_geforce,No,47500
lenovo,ideapad_slim,i3,6_gb,512_gb,integrated,No,33800
asus,515ma_n4020,celeron,8_gb,512_gb,intel_uhd,No,26730
lenovo,thinkbook_1135g7,i5,8_gb,1_tb,integrated,No,46300
hp,15s_fy5006tu,i3,8_gb,512_gb,integrated,No,34999
lenovo,thinkpad_e15,i3,8_gb,512_gb,integrated,No,36000
msi,thin_gf63,i7,16_gb,512_gb,nvidia_geforce,No,92970
dell,vostro_3440,i5,16_gb,512_gb,integrated,No,51500
hp,hp_250,i3,8_gb,512_gb,integrated,No,29700
hp,pavilion_plus,i7,16_gb,1_tb,intel_iris,No,93000
lenovo,tb_21jea00min,ryzen_5,8_gb,512_gb,integrated,No,40200
hp,pavilion_plus,i7,16_gb,1_tb,nvidia_geforce,No,116500
lenovo,ideapad_gaming,ryzen_7,16_gb,512_gb,rtx,No,71990
hp,victus_ryzen,ryzen_7,16_gb,512_gb,rtx,No,83499
hp,15s_12th,i5,16_gb,512_gb,intel_iris,No,60500
lenovo,legion_5,ryzen_7,16_gb,512_gb,rtx,No,104989
hp,victus_15fa0555tx,i5,16_gb,512_gb,integrated,No,65500
acer,tmp_24,i3,8_gb,1_tb,integrated,No,49500
dell,ltitude_3440,i3,8_gb,512_gb,integrated,No,31500
dell,inspiron_3520,i3,8_gb,512_gb,integrated,No,46500
hp,victus_gaming,i7,8_gb,512_gb,rtx,No,83999
microsoft,surface_laptop,i5,16_gb,256_gb,integrated,No,156589
hp,victus_gaming,i7,16_gb,512_gb,rtx,No,88489
acer,a51456m_acer,i5,8_gb,512_gb,integrated,No,50490
msi,b13ucxk256in_msi,i7,8_gb,512_gb,nvidia_geforce,No,88498
lenovo,ideapad_gaming,ryzen_7,8_gb,512_gb,rtx,No,76590
dell,latitude_3420,i3,8_gb,512_gb,integrated,No,35999
hp,fq5331tu_,i5,8_gb,1_tb,intel_iris,No,50000
hp,15_core,i3,8_gb,512_gb,integrated,No,38900
dell,latitude_3440,i5,8_gb,512_gb,integrated,No,62500
acer,aspire_5,i5,8_gb,512_gb,nvidia_geforce,No,58875
dell,g155520_laptop,i9,16_gb,1_tb,rtx,No,133000
acer,a51456m_acer,i5,16_gb,512_gb,integrated,No,51990
lenovo,v15_lenovo,dual_core,8_gb,256_gb,integrated,No,43390
msi,thin_15,i5,64_gb,512_gb,nvidia_geforce,No,70980
hp,pavilion_15,i5,16_gb,512_gb,integrated,No,72899
lenovo,think_book,i3,16_gb,512_gb,integrated,No,32499
lenovo,thinkpad_e,i5,16_gb,512_gb,integrated,No,63000
lenovo,thinkpad_x,i7,16_gb,1_tb,integrated,No,115500
msi,modern_14,i7,8_gb,512_gb,integrated,No,46499
acer,al_1552,i3,16_gb,512_gb,integrated,No,31999
lenovo,ideapad_slim,i5,16_gb,512_gb,integrated,No,50300
hp,omen_17ck2004tx,i9,32_gb,1_tb,rtx,No,298794
acer,cb3143h_acer,celeron,64_gb,500_gb,integrated,No,26535
asus,1215u_i31215u,i3,8_gb,512_gb,integrated,No,29000
lenovo,thinkpad_l,i5,8_gb,1_tb,integrated,No,34399
msi,thin_15,i5,64_gb,1_tb,nvidia_geforce,No,71580
hp,15sfr2515tu_hp,i3,16_gb,512_gb,integrated,No,34590
dell,inspiron_3530,i5,8_gb,512_gb,integrated,No,38500
lenovo,thinkpad_e14,i5,8_gb,512_gb,intel_iris,No,75800
dell,lattitude_3440,i5,8_gb,512_gb,integrated,No,62800
hp,fq_5329tu,i5,8_gb,512_gb,intel_uhd,No,46000
dell,3420_i511th16gb,i5,16_gb,512_gb,integrated,No,48000
hp,victus_16e0350ax,ryzen_5,8_gb,512_gb,rtx,No,57981
acer,an51558_acer,i5,16_gb,512_gb,rtx,No,68590
asus,tuf_gaming,ryzen_9,16_gb,512_gb,rtx,No,98999
apple,macbook_air,m2,8_gb,512_gb,integrated,No,154499
lenovo,thinkpad_e14,i5,16_gb,512_gb,integrated,No,70590
lenovo,legion_5,i7,32_gb,1_tb,rtx,No,134573
microsoft,surface_go,i5,8_gb,128_gb,integrated,No,67500
asus,commercial_laptop,i5,8_gb,512_gb,integrated,No,68500
hp,pavilion_x360,i3,8_gb,512_gb,integrated,No,63362
lenovo,thinkpad_x,i7,16_gb,512_gb,integrated,No,108500
msi,modern_14,i7,16_gb,512_gb,integrated,No,47199
lenovo,thinkpad_e,i3,8_gb,512_gb,integrated,No,46500
dell,inspiron_5502,i5,8_gb,512_gb,integrated,No,64599
lenovo,ideapad_slim,i3,8_gb,512_gb,integrated,No,31000
hp,15eh3039au_15,ryzen_5,16_gb,512_gb,amd_radeon,No,53000
hp,ew0116tu_pavilion,i5,16_gb,512_gb,integrated,No,64500
hp,pavilion_plus,i5,16_gb,512_gb,integrated,No,65000
hp,pavilion_laptop,ryzen_5,16_gb,512_gb,amd_radeon,No,53500
lenovo,ideapad_slim,i3,2_gb,512_gb,integrated,No,31500
hp,15fa0353tx_hp,i7,16_gb,1_tb,integrated,No,85490
lenovo,legion_5,ryzen_7,16_gb,512_gb,rtx,No,128999
apple,macbook_air,m2,8_gb,512_gb,integrated,No,154700
dell,inspiron_5502,i5,8_gb,512_gb,integrated,No,64699
msi,prestige_16,ultra_9,32_gb,1_tb,nvidia_geforce,No,189870
asus,vivobook_15,i7,16_gb,512_gb,integrated,No,59959
hp,vostro_3425,ryzen_3,8_gb,256_gb,integrated,No,36890
acer,a51456m_acer,i5,16_gb,512_gb,integrated,No,51597
hp,ek1020tu_hp,i7,8_gb,1_tb,integrated,No,91590
apple,mgn63hna_13inch,m2,8_gb,512_gb,integrated,No,79113
lenovo,think_book,i5,8_gb,512_gb,integrated,No,43199
lenovo,thinkpad_e14,ryzen_5,8_gb,512_gb,integrated,No,53999
lenovo,ideapad_slim,i3,8_gb,512_gb,integrated,No,34500
hp,240_g8,i5,8_gb,512_gb,integrated,No,35500
lenovo,v15_q,i3,8_gb,512_gb,integrated,No,34000
acer,gaming_acdt,i7,16_gb,512_gb,intel_iris,No,69000
dell,vostro_3425,ryzen_3,8_gb,256_gb,integrated,No,36590
lenovo,yoga_6,ryzen_7,16_gb,512_gb,integrated,No,82730
msi,b13ucxk256in_msi,i7,8_gb,512_gb,nvidia_geforce,No,88790
asus,vivobook_16x,i9,16_gb,1_tb,nvidia_geforce,No,57499
hp,pavilion_15,i5,16_gb,512_gb,integrated,No,72599
hp,240_g9,i3,8_gb,512_gb,integrated,No,31000
dell,inspiron_3511,i5,8_gb,512_gb,integrated,No,49500
msi,thin_15,i5,64_gb,512_gb,nvidia_geforce,No,70779
lenovo,thinkpad_l14,i5,16_gb,512_gb,integrated,No,52500
dell,latitude_3540,i5,8_gb,512_gb,integrated,No,52000
lenovo,thinkpad_e14,ryzen_5,8_gb,512_gb,amd_radeon,No,56789
hp,245g9_r58gb,ryzen_5,8_gb,512_gb,integrated,No,30999
lenovo,thinkpad_e14,i3,8_gb,512_gb,integrated,No,47500
lenovo,thinkpad_e14,i3,8_gb,512_gb,integrated,No,38500
hp,15seq2143au_r3,ryzen_3,8_gb,512_gb,integrated,No,33500
hp,15fd0221tu_i513th,i5,16_gb,512_gb,integrated,No,55199
dell,3520inspiron_intel,i3,8_gb,512_gb,integrated,No,34500
hp,250_g9,i3,8_gb,512_gb,integrated,No,30900
lenovo,v14_intel,i5,8_gb,512_gb,integrated,No,33900
lenovo,v14_intel,i3,8_gb,512_gb,integrated,No,26000
dell,3420_i3,i3,8_gb,256_gb,integrated,No,33000
laptop,with_m2,m2,8_gb,256_gb,integrated,No,107799
lenovo,thinkpad_e14,ryzen_5,16_gb,512_gb,amd_radeon,No,57890
dell,inspiron_5430,i5,16_gb,512_gb,integrated,No,69991
hp,pavilion_15,i7,16_gb,1_tb,intel_iris,No,88890
apple,macbook_air,m1,8_gb,256_gb,integrated,No,89890
msi,9s715f213265_msi,i9,32_gb,1_tb,nvidia_geforce,No,217989
hp,15sfq_5329tu,i5,8_gb,512_gb,integrated,No,46000
asus,fx706_laptop,i5,8_gb,512_gb,integrated,No,52000
dell,inspiron_7430,i5,16_gb,512_gb,integrated,No,60200
hp,hp_victus,i5,16_gb,512_gb,integrated,No,56500
msi,9s715f213265_msi,i9,8_gb,1_tb,nvidia_geforce,No,217990
apple,macbook_air,m1,8_gb,512_gb,integrated,No,114363
lenovo,legion_5,ryzen_7,16_gb,1_tb,rtx,No,131990
acer,aspire_lite,i3,8_gb,512_gb,integrated,No,32500
asus,vivobook_16x,i9,16_gb,512_gb,nvidia_geforce,No,54899
lenovo,thinkpad_l14,i5,8_gb,256_gb,integrated,No,56500
dell,dell_5411,i7,4_gb,512_gb,integrated,No,26000
dell,dell_5411,i5,4_gb,512_gb,integrated,No,23000
dell,dell_5310t,i7,8_gb,512_gb,integrated,No,26500
dell,dell_5410,i5,4_gb,512_gb,integrated,No,22000
dell,7470_intel,i7,6_gb,512_gb,integrated,No,14000
dell,dell_5410,i7,4_gb,512_gb,integrated,No,25000
dell,dell_5490,i5,4_gb,512_gb,integrated,No,14000
dell,dell_5420,i7,2_gb,512_gb,integrated,No,32000
dell,dell_5420,i5,8_gb,256_gb,integrated,No,29000
dell,dell_3310,i3,16_gb,512_gb,integrated,No,17500
apple,macbook_air,m1,8_gb,512_gb,integrated,No,117900
dell,dell_3340,i3,16_gb,512_gb,integrated,No,17500
hp,envy_14,ultra_5,16_gb,512_gb,integrated,No,90500
lenovo,thinkpad_e14,i3,8_gb,512_gb,integrated,No,48687
lenovo,thinkpad_e14,i3,8_gb,512_gb,integrated,No,39990
dell,lattitude_3540,i3,8_gb,512_gb,integrated,No,30000
lenovo,v14_intel,i3,8_gb,512_gb,integrated,No,28000
lenovo,v14_i312th,i3,8_gb,512_gb,integrated,No,29000
acer,a5155654b7_i511th,i5,8_gb,1_tb,integrated,No,44500
acer,tmp_214,i3,8_gb,1_tb,integrated,No,50400
lenovo,v15_amd,ryzen_5,8_gb,512_gb,integrated,No,34599
dell,latitude_3440,i5,8_gb,512_gb,integrated,No,48600
dell,3520_i512th,i5,8_gb,512_gb,integrated,No,45499
acer,tmp21453_i58gb,i5,8_gb,512_gb,integrated,No,42500
hp,15fd0186tu_i513th,i5,8_gb,512_gb,integrated,No,54500
acer,laptop_acdt100615c,i7,16_gb,512_gb,integrated,No,70499
hp,14ek1074tu_i513th,i5,16_gb,512_gb,integrated,No,39000
acer,ex2155555gq_i512th,i5,8_gb,512_gb,integrated,No,40499
acer,a31559_i512th,i5,8_gb,512_gb,integrated,No,45999
dell,latitude_3540,i5,8_gb,512_gb,integrated,No,53000
acer,a315510p_i38gb,i3,8_gb,512_gb,integrated,No,32000
acer,a31524pr5_8gb,ryzen_5,8_gb,512_gb,integrated,No,34000
hp,probook_440,i7,8_gb,512_gb,integrated,No,85000
hp,victus_15fa1227tx,i5,16_gb,512_gb,integrated,No,56900
hp,victus_15fa0187tx,i7,16_gb,1_tb,integrated,No,80500
asus,fx706_laptop,i5,8_gb,512_gb,integrated,No,52500
asus,tuf_gaming,i7,16_gb,1_tb,rtx,No,80500
dell,inspiron_5320,i5,16_gb,512_gb,integrated,No,73999
dell,3520_i312th,i3,8_gb,512_gb,integrated,No,36300
dell,lattitude_354,i3,8_gb,512_gb,integrated,No,31499
dell,352024pr5_8gb,ryzen_5,8_gb,512_gb,integrated,No,31500
apple,2022_macbook,m2,8_gb,256_gb,integrated,No,108990
hp,laptop_15s,ryzen_3,8_gb,512_gb,amd_radeon,No,29499
msi,sword_16,i7,8_gb,512_gb,nvidia_geforce,No,130970
lenovo,thinkpad_x,i7,8_gb,512_gb,integrated,No,108500
lenovo,think_book,i3,16_gb,512_gb,integrated,No,34999
dell,3440latitute_core,i3,8_gb,512_gb,integrated,No,29300
hp,victus1312_tx,i5,8_gb,512_gb,nvidia_geforce,No,53600
hp,fq5326_tu,i3,8_gb,512_gb,integrated,No,35000
apple,mac_book,m1,8_gb,256_gb,integrated,No,64500
lenovo,v14_intel,i3,8_gb,512_gb,integrated,No,26200
msi,b13ucxk256in_msi,i7,8_gb,1_tb,nvidia_geforce,No,88990
lenovo,ideapad_gaming,ryzen_7,16_gb,512_gb,rtx,No,77990
apple,macbook_air,m1,8_gb,256_gb,integrated,No,84990
hp,omen_17ck2004tx,i9,32_gb,1_tb,rtx,No,298994
dell,vostro3440_intel,i5,8_gb,512_gb,integrated,No,51200
asus,s5504vama554ws_1,i5,16_gb,1_tb,integrated,No,80000
asus,d_vivobook,i3,8_gb,512_gb,integrated,No,34500
asus,vivobook_pro,ryzen_5,8_gb,512_gb,rtx,No,70990
lenovo,legion_5,ryzen_7,8_gb,512_gb,rtx,No,120990
lenovo,tb_14,i5,8_gb,1_tb,integrated,No,46300
dell,latitude_3400,i5,8_gb,1_tb,integrated,No,29800
acer,a51456m_cacer,i5,8_gb,512_gb,integrated,No,50990
lenovo,thinkpad_e14,i5,8_gb,512_gb,integrated,No,70790
acer,aspire_lite,i7,16_gb,512_gb,integrated,No,49588
dell,vostro_thin,i5,8_gb,512_gb,integrated,No,43878
dell,latitute_3440,i3,8_gb,512_gb,integrated,No,29500
lenovo,legion_slim,i9,8_gb,1_tb,rtx,No,163990
hp,pavilion_x360,i5,16_gb,1_tb,intel_iris,No,80290
acer,cb3143h_acer,celeron,64_gb,500_gb,integrated,No,26735
lenovo,thinkpad_e14,ryzen_5,8_gb,1_tb,integrated,No,56500
hp,f1009tx_spectre,i7,8_gb,512_gb,integrated,No,168490
asus,tuf_gaming,ryzen_9,16_gb,512_gb,rtx,No,99500
lenovo,think_book,i3,8_gb,512_gb,integrated,No,33999
hp,16n0123ax_omen,ryzen_7,8_gb,512_gb,rtx,No,10490
lenovo,ideapad_slim,i3,8_gb,512_gb,integrated,No,34450
acer,al_1552,i3,8_gb,512_gb,integrated,No,30999
apple,macbook_air,ryzen_5,16_gb,512_gb,integrated,No,105480
hp,pavilion_x360,i5,8_gb,512_gb,intel_iris,No,75290
lenovo,ideapad_gaming,ryzen_7,16_gb,512_gb,rtx,No,76990
dell,inspiron_5320,i5,8_gb,512_gb,integrated,No,63553
msi,modern_14,i7,16_gb,512_gb,integrated,No,47499
lenovo,thinkpad_l14,i7,16_gb,1_tb,integrated,No,98900
lenovo,thinkpad_e14,i5,16_gb,512_gb,integrated,No,62500
lenovo,ideapad_slim,i3,8_gb,512_gb,integrated,No,33200
apple,m3_air,ryzen_3,8_gb,256_gb,integrated,No,94500
hp,victus_fa,i5,8_gb,512_gb,nvidia_geforce,No,53600
hp,250g9_intel,i3,8_gb,512_gb,integrated,No,30000
lenovo,ideapad_slim,m3,8_gb,512_gb,integrated,No,49500
asus,vivobook_15,i5,8_gb,512_gb,integrated,No,47500
lenovo,v14_12th,i3,8_gb,512_gb,integrated,No,37900
dell,vostro_3440,i5,8_gb,512_gb,integrated,No,51500
dell,inspiron_3511,i5,16_gb,512_gb,integrated,No,50997
acer,a51456m_acer,i5,16_gb,1_tb,integrated,No,54706
hp,victus_ryzen,ryzen_7,16_gb,1_tb,rtx,No,85499
lenovo,think_book,i7,8_gb,512_gb,integrated,No,65971
lenovo,ideapad_3,i3,16_gb,512_gb,integrated,No,34878
hp,15fd0013tu_13th,i5,16_gb,512_gb,intel_iris,No,64499
dell,inspiron_5430,i5,8_gb,1_tb,integrated,No,78499
lenovo,v14_i512th8gb512gbdos,i5,8_gb,512_gb,integrated,No,38300
dell,5430_core,i5,16_gb,1_tb,integrated,No,66000
hp,laptop_15,i5,16_gb,1_tb,intel_iris,No,62978
hp,15sfd0187tu_1513th8gb512gbwin11,i5,8_gb,512_gb,integrated,No,53000
hp,15fd0221tu_i513th,i5,16_gb,512_gb,integrated,No,56500
dell,3520_i512th8gb512gbwindows,i5,8_gb,512_gb,integrated,No,46200
lenovo,think_book,i7,16_gb,512_gb,integrated,No,75499
apple,mqd32hn_apple,i5,8_gb,128_gb,integrated,No,74499
asus,1255u_i71255u,i7,8_gb,512_gb,integrated,No,65500
lenovo,ideapad_slim,i3,8_gb,512_gb,integrated,No,36000
lenovo,ideapad_slim,i3,8_gb,512_gb,integrated,No,34800
dell,3520_i312th,i3,8_gb,512_gb,integrated,No,37200
dell,3520_i311th8gb512gbwindows,i3,8_gb,512_gb,integrated,No,36400
acer,tmp_214,i5,8_gb,1_tb,integrated,No,50499
dell,mobile_ws,i7,32_gb,1_tb,integrated,No,178000
dell,mobile_ws,ultra_7,16_gb,1_tb,integrated,No,173000
dell,mobile_ws,i7,16_gb,1_tb,integrated,No,131500
dell,mobile_ws,i5,16_gb,512_gb,integrated,No,79500
dell,latitude_7440,i7,32_gb,1_tb,integrated,No,136000
lenovo,ip3_i512th16gb512gb4gb3050win11,i5,16_gb,512_gb,integrated,No,62999
lenovo,ip3_82rk011gin,i7,16_gb,512_gb,integrated,No,59500
dell,latitude_7340,i7,32_gb,1_tb,integrated,No,138000
lenovo,ip3_82rk00vwin,i3,8_gb,512_gb,integrated,No,35499
dell,latitude_7430,i7,16_gb,512_gb,integrated,No,98000
lenovo,ip3_i712th16gb512gbwin11,i7,16_gb,512_gb,integrated,No,59200
dell,latitude_5450,ultra_7,16_gb,1_tb,integrated,No,128500
dell,latitude_5440,i7,16_gb,512_gb,integrated,No,115000
dell,latitude_3440,i5,8_gb,512_gb,integrated,No,49500
dell,latitude_3440,i5,8_gb,512_gb,integrated,No,32500
dell,latitude_3440,i7,8_gb,512_gb,integrated,No,83000
dell,inspiron_3520,i5,8_gb,512_gb,integrated,No,35600
dell,dell_3520,i5,8_gb,512_gb,integrated,No,46500
dell,latitude_3420,i7,8_gb,512_gb,integrated,No,72500
dell,dell_3520,i5,8_gb,512_gb,integrated,No,37000
hp,15fa0555tx_i5,i5,16_gb,512_gb,integrated,No,67200
hp,victus_15fb0050ax,ryzen_5,8_gb,512_gb,integrated,No,56700
hp,victus_15fb0147ax,ryzen_5,8_gb,512_gb,integrated,No,48999
hp,victus_15fa1226tx,i5,8_gb,512_gb,integrated,No,55700
hp,14ek1074tu_i513th16gb512gbwin11,i5,16_gb,512_gb,integrated,No,70000
hp,14ek1074tu_i513th,i5,16_gb,512_gb,integrated,No,70500
acer,alg_alg,i5,16_gb,512_gb,rtx,No,59897
hp,14ew1082tu_pavilion,ultra_5,8_gb,512_gb,integrated,No,70896
hp,14gr1023tu_laptop,ultra_7,16_gb,512_gb,integrated,No,81990
acer,aspire_lite,i5,16_gb,512_gb,intel_iris,No,39957
msi,modern_14,i7,16_gb,512_gb,integrated,No,57790
lenovo,ideapad_slim,i5,16_gb,1_tb,integrated,No,70897
hp,250g9_intel,i3,8_gb,512_gb,integrated,No,63553
dell,3520_,i3,8_gb,512_gb,integrated,No,33500
dell,3520_,i5,8_gb,512_gb,integrated,No,43500
dell,vostro_vostro,i5,8_gb,512_gb,integrated,No,52897
lenovo,ideapad_3,i3,8_gb,512_gb,integrated,No,33789
hp,14ew1082tu_pavilion,ultra_5,16_gb,512_gb,integrated,No,80899
hp,15fd0220tu_laptop,i5,8_gb,512_gb,integrated,No,49987
lenovo,ideapad_3,i3,8_gb,512_gb,integrated,No,33878
hp,envy_13bf0141tu,i7,16_gb,1_tb,integrated,No,100980
asus,vivobook_14,i3,8_gb,512_gb,integrated,No,32999
dell,inspiron_3520,i5,16_gb,1_tb,integrated,No,61500
hp,pavilion_14,i7,16_gb,512_gb,intel_iris,No,82990
dell,vostro_3405,ryzen_5,8_gb,512_gb,integrated,No,51399
lenovo,think_book,i5,8_gb,1_tb,integrated,No,45399
hp,250g9_intel,i3,8_gb,512_gb,integrated,No,29300
hp,fq5329_tu,i3,8_gb,512_gb,integrated,No,34000
lenovo,thinkpad_e14,i3,16_gb,512_gb,integrated,No,35500
apple,macbook_air,m2,8_gb,512_gb,integrated,No,154900
lenovo,thinkpad_e,i3,2_gb,ssd,integrated,No,36000
hp,omen_17ck1022tx,i7,32_gb,512_gb,rtx,No,186990
asus,p1410cjaek223_14,i3,32_gb,1_tb,integrated,No,27990
hp,victus_tx,i5,16_gb,1_tb,nvidia_geforce,No,66000
apple,macbook_air,m1,8_gb,256_gb,integrated,No,89990
lenovo,ideapad_slim,i7,16_gb,512_gb,integrated,No,79990
acer,aspire_3,i5,8_gb,512_gb,integrated,No,65999
asus,vivobook_s15,i5,8_gb,512_gb,integrated,No,70990
lenovo,ideapad_330,i3,6_gb,1_tb,integrated,No,29800
apple,mac_book,m2,8_gb,512_gb,integrated,No,125900
apple,m3air_macbook,m3,8_gb,256_gb,integrated,No,93900
apple,air_m1,m1,8_gb,256_gb,integrated,No,67900
hp,250_g9,i3,8_gb,512_gb,integrated,No,29300
hp,fq5329_tu,i5,8_gb,512_gb,intel_uhd,No,44300
hp,fq5326_tu,i3,8_gb,512_gb,integrated,No,33250
lenovo,legion_5,ryzen_7,8_gb,1_tb,rtx,No,125990
acer,swift_go,ultra_5,16_gb,512_gb,integrated,No,74783
hp,250_g9,i3,8_gb,512_gb,integrated,No,29500
lenovo,v14_intel,i3,8_gb,512_gb,integrated,No,26700
hp,240g9_intel,i5,8_gb,512_gb,integrated,No,46000
lenovo,thinkbook_i5,i5,8_gb,1_tb,integrated,No,55999
lenovo,thinkpad_e,i5,16_gb,512_gb,integrated,No,62500
hp,1235u_core,i5,16_gb,512_gb,intel_iris,No,46000
hp,probook_440,i5,16_gb,512_gb,intel_iris,No,74999
lenovo,v15_intel,i3,8_gb,512_gb,integrated,No,34500
lenovo,ideapad_gaming,i5,16_gb,512_gb,rtx,No,61200
lenovo,thinkbook_14,i7,16_gb,512_gb,integrated,No,69999
lenovo,loq_15iax9,i5,16_gb,512_gb,integrated,No,68000
lenovo,thinkpad_e14,i5,16_gb,1_tb,integrated,No,70500
acer,aspire_315,ryzen_5,8_gb,512_gb,integrated,No,32599
apple,macbook_air,m1,16_gb,256_gb,integrated,No,85899
lenovo,thinkpad_e,i5,16_gb,512_gb,integrated,No,70000
hp,envy_x360,i5,8_gb,512_gb,integrated,No,88490
hp,omen_amd,ryzen_7,16_gb,1_tb,nvidia_geforce,No,114989
hp,hp_240,i3,4_gb,1_tb,integrated,No,28000
asus,vivobook_16x,i9,16_gb,512_gb,nvidia_geforce,No,109799
hp,240_g7,i3,8_gb,1_tb,integrated,No,44500
hp,amd_ryzen,ryzen_3,8_gb,512_gb,amd_radeon,No,32000
hp,pavilion_dv2015tu,i7,16_gb,1_tb,integrated,No,75000
lenovo,ideapad_slim,i5,16_gb,512_gb,integrated,No,54000
apple,ipad_air,m1,6_gb,256_gb,integrated,No,68999
lenovo,thinkbook_core,i5,8_gb,1_tb,integrated,No,43500
hp,fa1134tx_12th,i7,16_gb,512_gb,rtx,No,83700
hp,15s_core,i5,8_gb,512_gb,integrated,No,52500
hp,15fa0555tx_12th,i5,16_gb,512_gb,nvidia_geforce,No,64400
hp,victus_ryzen,i7,16_gb,512_gb,nvidia_geforce,No,77000
lenovo,ideapad_slim,i3,8_gb,256_gb,integrated,No,33000
lenovo,thinkpad_e,i5,16_gb,512_gb,integrated,No,66000
hp,omen_gaming,ryzen_7,16_gb,1_tb,rtx,No,107099
acer,a51456m_acer,i5,16_gb,512_gb,integrated,No,51997
lenovo,thinkpad_e,i5,16_gb,512_gb,integrated,No,63500
lenovo,v14_nb,i5,8_gb,1_tb,integrated,No,38999
lenovo,thinkpad_e15,i5,8_gb,512_gb,integrated,No,58000
lenovo,ideapad_slim,m1,8_gb,256_gb,integrated,No,24999
lenovo,amd_ryzen,ryzen_5,6_gb,500_gb,integrated,No,35500
lenovo,legion_slim,i9,8_gb,512_gb,rtx,No,156990
hp,pavilion_plus,i5,16_gb,512_gb,integrated,No,67799
dell,3680_tower,i9,16_gb,1_tb,integrated,No,128000
asus,rog_strix,ryzen_7,8_gb,512_gb,rtx,No,100696
dell,vostro_3510,i5,16_gb,256_gb,integrated,No,51490
lenovo,thinkpad_l14,i7,16_gb,1_tb,integrated,No,99999
lenovo,think_book,i3,16_gb,512_gb,integrated,No,41999
intel,core_i513400f,i5,6_gb,512_gb,integrated,No,15500
intel,core_i512400,i5,6_gb,512_gb,integrated,No,12400
intel,core_i510400,i5,2_gb,512_gb,integrated,No,10400
intel,core_i714700k,i7,8_gb,512_gb,integrated,No,37600
intel,core_i714700f,i7,8_gb,512_gb,integrated,No,33700
intel,core_i914900k,i9,8_gb,512_gb,integrated,No,49500
hp,15s_fq5326tu,i3,8_gb,512_gb,integrated,No,33999
hp,15sfr2515tu_hp,i3,16_gb,512_gb,integrated,No,34990
msi,thin_15,i5,64_gb,1_tb,nvidia_geforce,No,71980
lenovo,thinkpad_l,i5,8_gb,1_tb,integrated,No,34499
msi,katana_a17,ryzen_9,16_gb,1_tb,nvidia_geforce,No,99790
dell,3440_latitude,i3,8_gb,512_gb,integrated,No,28000
dell,3520_,i5,8_gb,512_gb,integrated,No,44000
dell,3440_,i5,8_gb,512_gb,integrated,No,42500
hp,omen_gaming,i7,8_gb,1_tb,rtx,No,133000
hp,spectre_x360,ultra_7,32_gb,1_tb,integrated,No,156500
lenovo,thinkbook_core,i5,8_gb,1_tb,integrated,No,43200
asus,1235u_i51235u,i5,8_gb,512_gb,integrated,No,51000
asus,1255u_i71255u,i7,16_gb,512_gb,integrated,No,66500
asus,1235u_i51235u,i5,16_gb,512_gb,integrated,No,63500
asus,commercial_nb,i5,16_gb,512_gb,integrated,No,69500
asus,commercial_nb,i3,8_gb,512_gb,integrated,No,42000
dell,inspiron_5430,i5,4_gb,512_gb,integrated,No,76799
hp,15s_fq5190tu,i7,16_gb,512_gb,intel_iris,No,64950
hp,ek1020tu_hp,i7,8_gb,1_tb,integrated,No,91790
lenovo,legion_5,ryzen_7,16_gb,1_tb,rtx,No,131999
lenovo,thinkpad_x13,i7,16_gb,1_tb,integrated,No,1115001
dell,inspiron_3520,i3,8_gb,512_gb,integrated,No,33500
hp,fa0555tx_victus,i5,16_gb,512_gb,integrated,No,64300
hp,14_inch,i3,8_gb,512_gb,integrated,No,37000
hp,240_g9,i3,16_gb,512_gb,integrated,No,32870
lenovo,think_book,i3,16_gb,256_gb,integrated,No,27897
dell,inspiron_5430,i7,8_gb,1_tb,integrated,No,86590
lenovo,v14_core,i3,8_gb,512_gb,integrated,No,27000
